timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,3,1832,year,Schilling demonstrates electromagnetic telegraph,Early electrical telegraph concepts advanced in Russia.,3,Russia,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,4,1837,year,Cooke and Wheatstone patent telegraph,A practical electrical telegraph system was patented in Britain.,5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,5,1837,year,Morse develops telegraph system,Samuel Morse began developing the system associated with Morse code.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,6,1843,year,US funds Washington-Baltimore line,Federal support enabled construction of a major experimental telegraph line.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,7,1844-05-24,day,First famous Morse message sent,What hath God wrought became a celebrated milestone in telegraph history.,5,Washington to Baltimore,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,8,1846,year,Commercial telegraph expansion accelerates,Telegraph companies rapidly extended service across the United States and Europe.,4,United States and Europe,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,9,1851,year,Reuters founded using telegraphy,Telegraph networks transformed the speed of news transmission.,4,London,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,10,1851,year,First successful submarine telegraph cable in the English Channel,Undersea telegraphy moved from experiment to practical use.,4,English Channel,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,11,1858,year,First transatlantic cable briefly operates,"A cable linked Europe and North America for the first time, though only temporarily.",5,Atlantic Ocean,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,12,1861,year,Transcontinental telegraph completed in the US,The line connected the American coasts by telegraph.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,13,1866,year,Durable transatlantic cable succeeds,Reliable transatlantic telegraph communication was achieved.,5,Atlantic Ocean,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,14,1870,year,Indo-European telegraph link completed,Long-distance imperial communications expanded dramatically.,4,Europe to India,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,15,1872,year,International Telegraph Union founded earlier gains wider importance,International coordination of telegraph standards became increasingly significant.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,16,1895,year,Wireless telegraphy demonstrated by Marconi,Radio telegraphy opened a new era of long-distance communication.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,17,1901,year,First transatlantic wireless signal received,Wireless telegraphy crossed the Atlantic.,5,Newfoundland,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,18,1914,year,Telegraphy central to wartime communications,Telegraph networks became essential to modern total war command systems.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,19,1920,year,Teleprinters spread in business and news use,Printing telegraph systems modernized message handling.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of the History of the Telegraph,history-of-the-telegraph,"Major milestones in the invention, expansion, and modernization of telegraphy.",technology,20,1988,year,Telegram service declines in many countries,Newer technologies marginalized traditional telegraph services.,2,Global,,Encyclopaedia Britannica,https://www.britannica.com/technology/telegraph,0.95,technology;telegraph;communications
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,1,213 BCE,year,Qin book burnings ordered,The Qin regime is traditionally associated with the destruction of books and suppression of scholars.,5,China,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,2,8,year,Ovid exiled by Augustus,Imperial power intervened against a major author in early imperial Rome.,2,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,3,303,year,Diocletian orders destruction of Christian texts,Imperial persecution targeted sacred writings as well as believers.,4,Roman Empire,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,4,1231,year,Papal inquisition formalized,Institutional religious censorship became more systematized in medieval Europe.,3,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,5,1497,year,Bonfire of the Vanities,Savonarola's followers destroyed books and artworks in Florence.,4,Florence,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,6,1515,year,Fifth Lateran Council imposes prepublication controls,The Catholic Church strengthened controls over printing and publication.,4,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,7,1535,year,Henry VIII regulates printing,The English crown intensified efforts to control religious and political publication.,4,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,8,1559,year,Index Librorum Prohibitorum issued,The Catholic Church published its formal index of prohibited books.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,9,1633,year,Galileo condemned,Church censure of Galileo symbolized conflict over knowledge and authority.,5,Rome,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,10,1644,year,Milton publishes Areopagitica,Milton produced a landmark defense of freedom of unlicensed printing.,5,London,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,11,1695,year,English Licensing Act lapses,The end of prepublication licensing marked a major shift in the English print world.,5,England,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,12,1798,year,Alien and Sedition Acts passed,Federal law in the United States intensified political controls over expression.,3,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,13,1821,year,Greek revolutionary press suppression intensifies in Ottoman lands,Imperial authorities tried to contain insurgent printed material.,2,Ottoman Empire,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,14,1933,year,Nazi book burnings held,Public burnings targeted works deemed un-German by the Nazi regime.,5,Germany,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,15,1956,year,Howl obscenity controversy begins,The prosecution of Allen Ginsberg's work became a major free-expression case.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,16,1960,year,Lady Chatterley's Lover trial,A landmark British obscenity trial shifted standards for literary publication.,5,London,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,17,1988,year,The Satanic Verses controversy begins,The novel became the focus of international censorship and violent reaction.,5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,18,1998,year,Internet filtering expands in several states,Digital technologies created new models of censorship beyond print.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,19,2010,year,Book challenges remain prominent in schools and libraries,Public battles over access to books continued in democratic societies.,3,Global,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
Timeline of Book Censorship,book-censorship,"Major milestones in the censorship, banning, and suppression of books and printed texts.",society,20,2022,year,US school book ban disputes surge,A sharp rise in book challenges renewed debate over censorship and public education.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/topic/censorship,0.95,books;censorship;society
