timeline_title,timeline_slug,timeline_description,category,event_order,date,date_precision,title,description,importance,location,image_url,source_publisher,source_url,source_credibility,tags
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,15,1997,year,C-Leg microprocessor knee introduced,A commercially successful microprocessor knee brings adaptive computerized control into routine use.,5,Germany,,Ottobock,https://www.ottobock.com/en-us/product/3C98,0.97,prosthetics;robotics
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,16,1999,year,Osseointegration gains wider civilian attention,Direct skeletal attachment techniques move from specialist practice toward broader prosthetic use.,4,Sweden,,Encyclopaedia Britannica,https://www.britannica.com/science/prosthesis,0.88,prosthetics;surgery
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,17,2006,year,Targeted muscle reinnervation demonstrated clinically,Nerve rerouting techniques improve control of advanced upper-limb prostheses.,5,United States,,Northwestern University,https://www.feinberg.northwestern.edu/research/news/2009B-Journal-myoelectric.html,0.97,prosthetics;neurotechnology
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,18,2014,year,DARPA-backed modular prosthetic arm shows sensory control advances,Advanced robotic arms demonstrate more natural control and feedback in research settings.,5,United States,,Johns Hopkins Medicine,https://www.hopkinsmedicine.org/news/media/releases/revolutionary_prosthetic_limb_controlled_by_the_mind,0.98,prosthetics;robotics;neurotechnology
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,19,c. 2023,approximate,3D-printed prosthetics expand access,Additive manufacturing lowers cost and speeds customization for some prosthetic components.,4,Global,,National Institutes of Health,https://magazine.medlineplus.gov/article/prosthetics-through-the-ages,0.95,prosthetics;3d-printing
Timeline of Prosthetics,prosthetics,Major milestones in artificial limbs and prosthetic science from antiquity to mind-controlled devices.,science,20,c. 2024,approximate,Mind-controlled and sensory-feedback prostheses mature,"Research prostheses increasingly combine neural interfaces, machine learning, and haptic feedback.",5,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/prosthesis,0.9,prosthetics;neurotechnology;ai
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,1,c. 350 BCE,approximate,Aristotle writes Meteorologica,Aristotle's treatise shapes learned thinking about weather for many centuries.,4,Ancient Greece,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting/History-of-weather-forecasting,0.95,weather-forecasting;greece
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,2,c. 50 BCE,approximate,Traditional weather signs compiled in Roman world,"Ancient Mediterranean writers preserve practical forecasting lore based on winds, clouds, and seasonal patterns.",3,Roman world,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting/History-of-weather-forecasting,0.9,weather-forecasting;ancient-world
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,3,1593,year,Galileo's thermoscope appears,Early temperature-sensing devices begin improving the measurement basis of weather observation.,4,Italy,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting/History-of-weather-forecasting,0.92,weather-forecasting;instruments
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,4,1643,year,Torricelli invents the barometer,Atmospheric pressure measurement becomes a core tool for forecasting storms and pressure systems.,5,Italy,,Encyclopaedia Britannica,https://www.britannica.com/science/barometer,0.97,weather-forecasting;instruments
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,5,1686,year,Halley maps trade winds and monsoons,Edmond Halley publishes influential work linking global circulation patterns to weather behavior.,4,England,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting/History-of-weather-forecasting,0.93,weather-forecasting;atmosphere
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,6,1802,year,Luke Howard classifies clouds,Howard's cloud nomenclature creates a common language for observational forecasting.,5,"London, England",,Encyclopaedia Britannica,https://www.britannica.com/biography/Luke-Howard,0.96,weather-forecasting;clouds
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,7,1835,year,Telegraph era begins transforming weather reporting,Rapid communication makes it increasingly possible to compare simultaneous observations across distances.,5,United States and Europe,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting/History-of-weather-forecasting,0.95,weather-forecasting;telegraph
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,8,1849,year,Joseph Henry organizes volunteer observer network,The Smithsonian develops a network that improves storm reporting in the United States.,4,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting,0.96,weather-forecasting;observation
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,9,1854-08-01,day,Met Office founded,"Britain establishes a national meteorological office under Robert FitzRoy, initially focused on maritime safety.",5,United Kingdom,,Met Office,https://www.metoffice.gov.uk/about-us/who-we-are/our-history,0.99,weather-forecasting;institutions
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,10,1861,year,Public weather forecasts reach newspapers,"FitzRoy's office begins issuing forecasts for publication, helping popularize the term weather forecast.",5,United Kingdom,,Met Office,https://www.metoffice.gov.uk/about-us/who-we-are/our-history,0.99,weather-forecasting;media
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,11,1870,year,U.S. national weather service precursor created,Congress authorizes a national weather service in the Signal Service to collect observations and issue warnings.,5,United States,,National Weather Service,https://www.weather.gov/timeline,0.99,weather-forecasting;institutions
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,12,1904,year,Bjerknes outlines scientific dynamic forecasting,Vilhelm Bjerknes argues that weather prediction can be treated as a physics problem.,5,Norway,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting/History-of-weather-forecasting,0.97,weather-forecasting;physics
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,13,1922,year,Richardson publishes numerical forecasting vision,Lewis Fry Richardson lays out the mathematical foundations of numerical weather prediction.,5,United Kingdom,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting/History-of-weather-forecasting,0.97,weather-forecasting;numerical-models
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,14,1946,year,ENIAC project begins forecasting experiments,Electronic computing starts to make Richardson's numerical approach practically achievable.,5,United States,,American Meteorological Society,https://www.ametsoc.org/ams/index.cfm/about-ams/ams-history/early-history-of-numerical-weather-prediction-and-the-computer/,0.98,weather-forecasting;computing
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,15,1950,year,First successful computer weather forecast produced,A team using ENIAC generates a landmark numerical forecast for the barotropic atmosphere.,5,United States,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting/History-of-weather-forecasting,0.97,weather-forecasting;numerical-models
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,16,1960,year,TIROS-1 launches weather satellite era,The first successful television weather satellite starts routine space-based meteorology.,5,United States,,NASA,https://www.nasa.gov/history/timeline-of-weather-satellite-programs/,0.99,weather-forecasting;satellites
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,17,1965-11-02,day,Operational computer forecasting begins at Met Office,The Met Office produces its first operational numerical weather forecast on a computer.,4,United Kingdom,,Met Office,https://weather.metoffice.gov.uk/learn-about/how-forecasts-are-made/history-of-numerical-weather-prediction,0.99,weather-forecasting;numerical-models
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,18,c. 1995,approximate,Doppler radar networks improve severe-weather warning,Modern radar systems substantially increase lead time for storms and tornadoes.,5,United States and elsewhere,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting,0.95,weather-forecasting;radar
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,19,c. 2015,approximate,Ensemble forecasting becomes routine,Meteorological centers increasingly rely on ensemble methods to express uncertainty and improve skill.,4,Global,,Encyclopaedia Britannica,https://www.britannica.com/science/weather-forecasting,0.9,weather-forecasting;numerical-models
Timeline of Weather Forecasting,weather-forecasting,Major milestones in weather prediction from classical observation to numerical and AI-assisted forecasting.,science,20,c. 2023,approximate,AI-assisted forecasting reaches operational use,Machine-learning systems begin complementing numerical models in short-range and medium-range weather prediction.,5,Global,,European Centre for Medium-Range Weather Forecasts,https://www.ecmwf.int/en/about/media-centre/news/2023/ecmwf-launches-experimental-ai-forecast-model,0.99,weather-forecasting;ai
